track_name,element,album_name,lyric,line,artist
Reprise (The Sound Of The End),Chorus,Bad Omens,I just hope it doesn't take a rope around my neck,13,Bad Omens
Reprise (The Sound Of The End),Chorus,Bad Omens,To put them all to rest,14,Bad Omens
Reprise (The Sound Of The End),Chorus,Bad Omens,"I wanna feel love, I wanna feel love again",15,Bad Omens
Reprise (The Sound Of The End),Post-Chorus,Bad Omens,"Yeah, come on",16,Bad Omens
Reprise (The Sound Of The End),Verse 2,Bad Omens,"I feel the filth, yeah, the dirt on my skin",17,Bad Omens
Reprise (The Sound Of The End),Verse 2,Bad Omens,"Everyone can see it, and they know where I've been",18,Bad Omens
Reprise (The Sound Of The End),Verse 2,Bad Omens,"God as my witness, the Devil as my friend",19,Bad Omens
Reprise (The Sound Of The End),Verse 2,Bad Omens,I swear that this is the sound of the end,20,Bad Omens
Reprise (The Sound Of The End),Breakdown,Bad Omens,Now I'm swallowed by sin,21,Bad Omens
Reprise (The Sound Of The End),Breakdown,Bad Omens,This is the sound of the end,22,Bad Omens
Reprise (The Sound Of The End),Breakdown,Bad Omens,Now I'm swallowed by sin,23,Bad Omens
Reprise (The Sound Of The End),Breakdown,Bad Omens,This is the sound of the,24,Bad Omens
Reprise (The Sound Of The End),Bridge,Bad Omens,Thousand voices in my head,25,Bad Omens
Reprise (The Sound Of The End),Bridge,Bad Omens,I just hope it doesn't take a rope around my neck,26,Bad Omens
Reprise (The Sound Of The End),Bridge,Bad Omens,To put them all to rest,27,Bad Omens
Reprise (The Sound Of The End),Bridge,Bad Omens,"I wanna feel love, I wanna feel love again",28,Bad Omens
Reprise (The Sound Of The End),Bridge,Bad Omens,There's a thousand voices in my head,29,Bad Omens
Reprise (The Sound Of The End),Bridge,Bad Omens,I just hope it doesn't take a rope around my neck,30,Bad Omens
Reprise (The Sound Of The End),Bridge,Bad Omens,To put them all to rest,31,Bad Omens
Reprise (The Sound Of The End),Bridge,Bad Omens,"This is the sound of, this is the sound of the end",32,Bad Omens
Reprise (The Sound Of The End),Bridge,Bad Omens,"This is the sound of, this is the sound of the end",33,Bad Omens
Reprise (The Sound Of The End),Chorus,Bad Omens,There's a thousand voices in my head,34,Bad Omens
Reprise (The Sound Of The End),Chorus,Bad Omens,I just hope it doesn't take a rope around my neck,35,Bad Omens
Reprise (The Sound Of The End),Chorus,Bad Omens,To put them all to rest,36,Bad Omens
Reprise (The Sound Of The End),Chorus,Bad Omens,"I wanna feel love, I wanna feel love again",37,Bad Omens
Reprise (The Sound Of The End),Chorus,Bad Omens,There's a thousand voices in my head,38,Bad Omens
Reprise (The Sound Of The End),Chorus,Bad Omens,I just hope it doesn't take a rope around my neck,39,Bad Omens
Reprise (The Sound Of The End),Chorus,Bad Omens,To put them all to rest,40,Bad Omens
Reprise (The Sound Of The End),Chorus,Bad Omens,"I wanna feel love, I wanna feel love again",41,Bad Omens
Reprise (The Sound Of The End),Outro,Bad Omens,This is the sound of the end,42,Bad Omens
Reprise (The Sound Of The End),Outro,Bad Omens,I wanna feel love again,43,Bad Omens
Chokehold,Verse 1,Take Me Back To Eden,When we were made,1,Sleep Token
Chokehold,Verse 1,Take Me Back To Eden,It was no accident,2,Sleep Token
Chokehold,Verse 1,Take Me Back To Eden,We were tangled up like branches in a flood,3,Sleep Token
Chokehold,Verse 1,Take Me Back To Eden,I come as a blade,4,Sleep Token
Chokehold,Verse 1,Take Me Back To Eden,A sacred guardian,5,Sleep Token
Chokehold,Verse 1,Take Me Back To Eden,So you keep me sharp and test my worth in blood,6,Sleep Token
Chokehold,Chorus,Take Me Back To Eden,You've got me in a chokehold,7,Sleep Token
Chokehold,Chorus,Take Me Back To Eden,You've got me in a chokehold,8,Sleep Token
Chokehold,Chorus,Take Me Back To Eden,You've got me in a,9,Sleep Token
Chokehold,Verse 2,Take Me Back To Eden,Beneath the stormy seas,10,Sleep Token
Chokehold,Verse 2,Take Me Back To Eden,Above the mountain peaks,11,Sleep Token
Chokehold,Verse 2,Take Me Back To Eden,It's all the same to me,12,Sleep Token
Chokehold,Verse 2,Take Me Back To Eden,It makes no difference,13,Sleep Token
Chokehold,Verse 2,Take Me Back To Eden,I've seen my days unfold,14,Sleep Token
Chokehold,Verse 2,Take Me Back To Eden,Done the impossible,15,Sleep Token
Chokehold,Verse 2,Take Me Back To Eden,I'll turn my walls to gold to bring you home again,16,Sleep Token
Chokehold,Verse 2,Take Me Back To Eden,So show me that which I cannot see,17,Sleep Token
Chokehold,Verse 2,Take Me Back To Eden,Even if it hurts me,18,Sleep Token
Chokehold,Verse 2,Take Me Back To Eden,Even if I can't sleep,19,Sleep Token
Chokehold,Verse 2,Take Me Back To Eden,"Oh, and though we act out of our holy duty to be constantly awake",20,Sleep Token
Chokehold,Chorus,Take Me Back To Eden,You've got me in a chokehold,21,Sleep Token
Chokehold,Chorus,Take Me Back To Eden,You've got me in a chokehold,22,Sleep Token
Chokehold,Chorus,Take Me Back To Eden,You've got me in a chokehold,23,Sleep Token
Chokehold,Chorus,Take Me Back To Eden,You've got me in a chokehold,24,Sleep Token
Chokehold,Outro,Take Me Back To Eden,Even if it hurts me,25,Sleep Token
Chokehold,Outro,Take Me Back To Eden,Even if I can't sleep,26,Sleep Token
Chokehold,Outro,Take Me Back To Eden,Show me the way,27,Sleep Token
The Summoning,Refrain,Take Me Back To Eden,I've got a river running right into you,1,Sleep Token
The Summoning,Refrain,Take Me Back To Eden,"I've got a blood trail, red in the blue",2,Sleep Token
The Summoning,Refrain,Take Me Back To Eden,Something you say or something you do,3,Sleep Token
The Summoning,Refrain,Take Me Back To Eden,The taste of the divine,4,Sleep Token
The Summoning,Pre-Chorus,Take Me Back To Eden,"You've got my body, flesh, and bone, yeah",5,Sleep Token
The Summoning,Pre-Chorus,Take Me Back To Eden,"The sky above, the Earth below",6,Sleep Token
The Summoning,Chorus,Take Me Back To Eden,Raise me up again,7,Sleep Token
The Summoning,Chorus,Take Me Back To Eden,Take me past the edge,8,Sleep Token
The Summoning,Chorus,Take Me Back To Eden,I want to see the other side,9,Sleep Token
The Summoning,Chorus,Take Me Back To Eden,See the other side,10,Sleep Token
The Summoning,Pre-Chorus,Take Me Back To Eden,"You've got my body, flesh, and bone",11,Sleep Token
The Summoning,Pre-Chorus,Take Me Back To Eden,"The sky above, the Earth below",12,Sleep Token
The Summoning,Chorus,Take Me Back To Eden,Raise me up again,13,Sleep Token
The Summoning,Chorus,Take Me Back To Eden,Takе me past the edgе,14,Sleep Token
The Summoning,Chorus,Take Me Back To Eden,I want to see the other side,15,Sleep Token
The Summoning,Chorus,Take Me Back To Eden,Won't you show me what it's like?,16,Sleep Token
The Summoning,Chorus,Take Me Back To Eden,Won't you show me what it's like?,17,Sleep Token
The Summoning,Bridge,Take Me Back To Eden,"Oh, and my love",18,Sleep Token
The Summoning,Bridge,Take Me Back To Eden,Did I mistake you for a sign from God,19,Sleep Token
The Summoning,Bridge,Take Me Back To Eden,Or are you really here to cast me off?,20,Sleep Token
The Summoning,Bridge,Take Me Back To Eden,Or maybe just to turn me on,21,Sleep Token
The Summoning,Bridge,Take Me Back To Eden,'Cause these days,22,Sleep Token
The Summoning,Bridge,Take Me Back To Eden,I would be lying if I told you that,23,Sleep Token
The Summoning,Bridge,Take Me Back To Eden,I didn't wish that I could be your man,24,Sleep Token
The Summoning,Bridge,Take Me Back To Eden,Or maybe make a good girl bad,25,Sleep Token
The Summoning,Refrain,Take Me Back To Eden,I've got a river running right into you,26,Sleep Token
The Summoning,Refrain,Take Me Back To Eden,"I've got a blood trail, red in the blue",27,Sleep Token
The Summoning,Refrain,Take Me Back To Eden,Something you say or something you do,28,Sleep Token
The Summoning,Refrain,Take Me Back To Eden,The taste of the divine,29,Sleep Token
The Summoning,Refrain,Take Me Back To Eden,"You've got my body, flesh, and bone",30,Sleep Token
The Summoning,Refrain,Take Me Back To Eden,"The sky above, the Earth below",31,Sleep Token
The Summoning,Refrain,Take Me Back To Eden,Nothing to say and nowhere to go,32,Sleep Token
The Summoning,Refrain,Take Me Back To Eden,The taste of the divine,33,Sleep Token
Granite,Verse 1,Take Me Back To Eden,Sulfur on your breath,1,Sleep Token
Granite,Verse 1,Take Me Back To Eden,Granite in my chest,2,Sleep Token
Granite,Verse 1,Take Me Back To Eden,You won't ever have to talk about it,3,Sleep Token
Granite,Verse 1,Take Me Back To Eden,You'll never wanna talk about it,4,Sleep Token
Granite,Verse 1,Take Me Back To Eden,Fury too damn late,5,Sleep Token
Granite,Verse 1,Take Me Back To Eden,Reason dislocates,6,Sleep Token
Granite,Verse 1,Take Me Back To Eden,And you'll never have to talk about it,7,Sleep Token
Granite,Verse 1,Take Me Back To Eden,You'll never wanna talk about it,8,Sleep Token
Granite,Chorus,Take Me Back To Eden,I was more than just a body in your passenger seat,9,Sleep Token
Granite,Chorus,Take Me Back To Eden,And you were more than just somebody I was destined to meet,10,Sleep Token
Granite,Chorus,Take Me Back To Eden,I see you go half-blind when you're looking at me,11,Sleep Token
Granite,Chorus,Take Me Back To Eden,But I am,12,Sleep Token
Granite,Chorus,Take Me Back To Eden,Between the secondhand smoke and the glass on the street,13,Sleep Token
Granite,Chorus,Take Me Back To Eden,You gave me nothing whatsoever but a reason to leave,14,Sleep Token
Granite,Chorus,Take Me Back To Eden,"You say you want mе, but you know I'm not what you need",15,Sleep Token
Granite,Chorus,Take Me Back To Eden,But I am,16,Sleep Token
Granite,Verse 2,Take Me Back To Eden,When you'd sit there acting likе you know me,17,Sleep Token
Granite,Verse 2,Take Me Back To Eden,Acting like you only brought me here to get below me,18,Sleep Token
Granite,Verse 2,Take Me Back To Eden,"Never mind the death threats, parting at the door",19,Sleep Token
Granite,Verse 2,Take Me Back To Eden,We'd rather be six feet under than be lonely,20,Sleep Token
Granite,Verse 2,Take Me Back To Eden,"And if you had a problem, then you should have told me",21,Sleep Token
Granite,Verse 2,Take Me Back To Eden,'Fore you started getting all aggressive and controlling,22,Sleep Token
Granite,Verse 2,Take Me Back To Eden,You only drink the water when you think it's holy,23,Sleep Token
Granite,Verse 2,Take Me Back To Eden,So keep an eye on the road or we will both be here forever,24,Sleep Token
Granite,Chorus,Take Me Back To Eden,I was more than just a body in your passenger seat,25,Sleep Token
Granite,Chorus,Take Me Back To Eden,And you were more than just somebody I was destined to meet,26,Sleep Token
Granite,Chorus,Take Me Back To Eden,I see you go half-blind when you're looking at me,27,Sleep Token
Granite,Chorus,Take Me Back To Eden,But I am,28,Sleep Token
Granite,Chorus,Take Me Back To Eden,Between the secondhand smoke and the glass on the street,29,Sleep Token
Granite,Chorus,Take Me Back To Eden,You gave me nothing whatsoever but a reason to leave,30,Sleep Token
Granite,Chorus,Take Me Back To Eden,"You say you want me, but you know I'm not what you need",31,Sleep Token
Granite,Chorus,Take Me Back To Eden,But I am,32,Sleep Token
Granite,Chorus,Take Me Back To Eden,I was more than just a body in your passenger seat,33,Sleep Token
Granite,Chorus,Take Me Back To Eden,And you were more than just somebody I was destined to meet,34,Sleep Token
Granite,Chorus,Take Me Back To Eden,I see you go half-blind when you're looking at me,35,Sleep Token
Granite,Chorus,Take Me Back To Eden,But I am,36,Sleep Token
Granite,Chorus,Take Me Back To Eden,Between the second-hand smoke and the glass on the street,37,Sleep Token
Granite,Chorus,Take Me Back To Eden,You gave me nothing whatsoever but a reason to leave,38,Sleep Token
Granite,Chorus,Take Me Back To Eden,"You say you want me, but you know I'm not what you need",39,Sleep Token
Granite,Chorus,Take Me Back To Eden,But I am,40,Sleep Token
Aqua Regia,Verse 1,Take Me Back To Eden,"Well, my love is an animal call",1,Sleep Token
Aqua Regia,Verse 1,Take Me Back To Eden,"Cutting through the darkness, bouncing off the walls",2,Sleep Token
Aqua Regia,Verse 1,Take Me Back To Eden,Between teeth on a broken jaw,3,Sleep Token
Aqua Regia,Verse 1,Take Me Back To Eden,"Following a blood trail, frothing at the maw",4,Sleep Token
Aqua Regia,Verse 1,Take Me Back To Eden,These days I'm a circuit board,5,Sleep Token
Aqua Regia,Verse 1,Take Me Back To Eden,Integrated hardware you cannot afford,6,Sleep Token
Aqua Regia,Verse 1,Take Me Back To Eden,The perfect start to a perfect war,7,Sleep Token
Aqua Regia,Verse 1,Take Me Back To Eden,Putting down the roses picking up the sword,8,Sleep Token
Aqua Regia,Refrain,Take Me Back To Eden,Aqua regia,9,Sleep Token
Aqua Regia,Refrain,Take Me Back To Eden,Aqua regia,10,Sleep Token
Aqua Regia,Verse 2,Take Me Back To Eden,"Well, my past is a holy book",11,Sleep Token
Aqua Regia,Verse 2,Take Me Back To Eden,"A call from Olympus, ringing off the hook",12,Sleep Token
Aqua Regia,Verse 2,Take Me Back To Eden,Between the pain and the way you look,13,Sleep Token
Aqua Regia,Verse 2,Take Me Back To Eden,I'm stuck in a time where the mountains shook,14,Sleep Token
Aqua Regia,Verse 2,Take Me Back To Eden,And these days I'm a picture frame,15,Sleep Token
Aqua Regia,Verse 2,Take Me Back To Eden,"Screaming at the sunshine, singing in the rain",16,Sleep Token
Aqua Regia,Verse 2,Take Me Back To Eden,"Sugar on the blood cells, carbon on the brain",17,Sleep Token
Aqua Regia,Verse 2,Take Me Back To Eden,All of Eden's vices running through my veins,18,Sleep Token
Aqua Regia,Chorus,Take Me Back To Eden,Aqua regia,19,Sleep Token
Aqua Regia,Chorus,Take Me Back To Eden,Oxytocin running in the ether,20,Sleep Token
Aqua Regia,Chorus,Take Me Back To Eden,Silicon ballrooms,21,Sleep Token
Aqua Regia,Chorus,Take Me Back To Eden,Subatomic interactions if it's all good,22,Sleep Token
Aqua Regia,Chorus,Take Me Back To Eden,"Gold rush, acid flux",23,Sleep Token
Aqua Regia,Chorus,Take Me Back To Eden,"Saturate me, I can't get enough",24,Sleep Token
Aqua Regia,Chorus,Take Me Back To Eden,"Cold love, hot blood",25,Sleep Token
Aqua Regia,Chorus,Take Me Back To Eden,Running to your heart when you're thinking of,26,Sleep Token
Aqua Regia,Bridge,Take Me Back To Eden,"Oh, when I am done dancing to alarm bells",27,Sleep Token
Aqua Regia,Bridge,Take Me Back To Eden,No wonder my ears are still ringing,28,Sleep Token
Aqua Regia,Bridge,Take Me Back To Eden,And I am done fighting off change,29,Sleep Token
Aqua Regia,Bridge,Take Me Back To Eden,No wonder my arms are still swinging,30,Sleep Token
Aqua Regia,Chorus,Take Me Back To Eden,Aqua regia,31,Sleep Token
Aqua Regia,Chorus,Take Me Back To Eden,Oxytocin running in the ether,32,Sleep Token
Aqua Regia,Chorus,Take Me Back To Eden,Silicon ballrooms,33,Sleep Token
Aqua Regia,Chorus,Take Me Back To Eden,Subatomic interactions if it's all good,34,Sleep Token
Aqua Regia,Chorus,Take Me Back To Eden,"Gold rush, acid flux",35,Sleep Token
Aqua Regia,Chorus,Take Me Back To Eden,"Saturate me, I can't get enough",36,Sleep Token
Aqua Regia,Chorus,Take Me Back To Eden,"Cold love, hot blood",37,Sleep Token
Aqua Regia,Chorus,Take Me Back To Eden,Running to your heart when you're thinking of,38,Sleep Token
Ascensionism,Intro,Take Me Back To Eden,"Well, I know what you want from me",1,Sleep Token
Ascensionism,Intro,Take Me Back To Eden,You want someone to be,2,Sleep Token
Ascensionism,Intro,Take Me Back To Eden,"Your reflection, your bitter deception",3,Sleep Token
Ascensionism,Intro,Take Me Back To Eden,Setting you free,4,Sleep Token
Ascensionism,Intro,Take Me Back To Eden,So you take what you want and leave,5,Sleep Token
Ascensionism,Verse 1,Take Me Back To Eden,Who made you like this?,6,Sleep Token
Ascensionism,Verse 1,Take Me Back To Eden,Who encrypted your dark gospel in body language?,7,Sleep Token
Ascensionism,Verse 1,Take Me Back To Eden,Synapses snap back in blissful anguish,8,Sleep Token
Ascensionism,Verse 1,Take Me Back To Eden,"Tell me you met me in past lives, past life",9,Sleep Token
Ascensionism,Verse 1,Take Me Back To Eden,"Past what might be eating me from the inside, darling",10,Sleep Token
Ascensionism,Verse 1,Take Me Back To Eden,"Half algorithm, half deity",11,Sleep Token
Ascensionism,Verse 1,Take Me Back To Eden,Glitches in the code or gaps in a strange dream,12,Sleep Token
Ascensionism,Verse 1,Take Me Back To Eden,Tell me you guessed my future and it mapped onto your fantasy,13,Sleep Token
Ascensionism,Verse 1,Take Me Back To Eden,Turn me into your mannequin and I'll turn you into my puppet queen,14,Sleep Token
Ascensionism,Verse 2,Take Me Back To Eden,Won't you come and dance in the dark with me?,15,Sleep Token
Ascensionism,Verse 2,Take Me Back To Eden,"Show me what you are, I am desperate to know",16,Sleep Token
Ascensionism,Verse 2,Take Me Back To Eden,Nobody better than the perfect enemy,17,Sleep Token
Ascensionism,Verse 2,Take Me Back To Eden,Digital demons make the night feel heavenly,18,Sleep Token
Ascensionism,Verse 2,Take Me Back To Eden,Make it real,19,Sleep Token
Ascensionism,Verse 2,Take Me Back To Eden,'Cause anything's better than the way I feel right now,20,Sleep Token
Ascensionism,Verse 2,Take Me Back To Eden,I can offer you a blacklit paradise,21,Sleep Token
Ascensionism,Verse 2,Take Me Back To Eden,"Diamonds in the trees, pentagrams in the night sky",22,Sleep Token
Ascensionism,Verse 3,Take Me Back To Eden,"Lipstick, chemtrails, red flags, pink nails, with",23,Sleep Token
Ascensionism,Verse 3,Take Me Back To Eden,"One eye on the door, other eye on a rail",24,Sleep Token
Ascensionism,Verse 3,Take Me Back To Eden,Other other eye following a scarlet trail,25,Sleep Token
Ascensionism,Verse 3,Take Me Back To Eden,"And the last few drops from the Holy Grail, now",26,Sleep Token
Ascensionism,Verse 3,Take Me Back To Eden,"Rose gold chains, ripped lace, cut glass",27,Sleep Token
Ascensionism,Verse 3,Take Me Back To Eden,Blood stains on the collar means just don't ask,28,Sleep Token
Ascensionism,Verse 3,Take Me Back To Eden,Be the first to the feast,29,Sleep Token
Ascensionism,Verse 3,Take Me Back To Eden,Let's choke on the past and,30,Sleep Token
Ascensionism,Verse 3,Take Me Back To Eden,Take to the broken skies at last,31,Sleep Token
Ascensionism,Bridge,Take Me Back To Eden,"(Diamonds in the trees, pentagrams in the night sky)",32,Sleep Token
Ascensionism,Bridge,Take Me Back To Eden,"(Diamonds in the trees, pentagrams in the night sky)",33,Sleep Token
Ascensionism,Bridge,Take Me Back To Eden,"(Diamonds in the trees, pentagrams in the night sky)",34,Sleep Token
Ascensionism,Bridge,Take Me Back To Eden,"(Diamonds in the trees, pentagrams in the night sky)",35,Sleep Token
Ascensionism,Bridge,Take Me Back To Eden,"(Diamonds in the trees, pentagrams in the night sky)",36,Sleep Token
Ascensionism,Bridge,Take Me Back To Eden,"(Diamonds in the trees, pentagrams in the night sky)",37,Sleep Token
Ascensionism,Bridge,Take Me Back To Eden,"(Diamonds in the trees, pentagrams in the night sky)",38,Sleep Token
Ascensionism,Bridge,Take Me Back To Eden,"Diamonds in the trees, pentagrams in the night sky",39,Sleep Token
Ascensionism,Breakdown,Take Me Back To Eden,You're gonna watch me ascend,40,Sleep Token
Ascensionism,Verse 4,Take Me Back To Eden,And I know what you want from me,41,Sleep Token
Ascensionism,Verse 4,Take Me Back To Eden,You want the same as me,42,Sleep Token
Ascensionism,Verse 4,Take Me Back To Eden,"My redemption, eternal ascension",43,Sleep Token
Ascensionism,Verse 4,Take Me Back To Eden,Setting me free,44,Sleep Token
Ascensionism,Verse 4,Take Me Back To Eden,So I'll take what I want then leave,45,Sleep Token
Ascensionism,Outro,Take Me Back To Eden,"You make me wish I could disappear, no",46,Sleep Token
Ascensionism,Outro,Take Me Back To Eden,You make me wish I could disappear,47,Sleep Token
The Apparition,Intro,Take Me Back To Eden,Why are you never real?,1,Sleep Token
The Apparition,Intro,Take Me Back To Eden,Whenever you appear,2,Sleep Token
The Apparition,Intro,Take Me Back To Eden,You leave me with that grace,3,Sleep Token
The Apparition,Intro,Take Me Back To Eden,I am trembling with fear,4,Sleep Token
The Apparition,Intro,Take Me Back To Eden,But I know that you will disappear,5,Sleep Token
The Apparition,Intro,Take Me Back To Eden,Just as I awake,6,Sleep Token
The Apparition,Intro,Take Me Back To Eden,Whisper in my ear,7,Sleep Token
The Apparition,Chorus,Take Me Back To Eden,"Well, I believe",8,Sleep Token
The Apparition,Chorus,Take Me Back To Eden,Somewhere in the past,9,Sleep Token
The Apparition,Chorus,Take Me Back To Eden,Something was between,10,Sleep Token
The Apparition,Chorus,Take Me Back To Eden,"You and I, my dear",11,Sleep Token
The Apparition,Chorus,Take Me Back To Eden,And it remains,12,Sleep Token
The Apparition,Chorus,Take Me Back To Eden,With me to this day,13,Sleep Token
The Apparition,Chorus,Take Me Back To Eden,No matter what I do,14,Sleep Token
The Apparition,Chorus,Take Me Back To Eden,This scar will never fade,15,Sleep Token
The Apparition,Refrain,Take Me Back To Eden,So let's make trouble in the dream world,16,Sleep Token
The Apparition,Refrain,Take Me Back To Eden,Hijack Heaven with another memory now,17,Sleep Token
The Apparition,Refrain,Take Me Back To Eden,I make the most of the turning tide,18,Sleep Token
The Apparition,Refrain,Take Me Back To Eden,It just split what's left of the burning silence,19,Sleep Token
The Apparition,Refrain,Take Me Back To Eden,"Don't wait, 'cause this could be the last time",20,Sleep Token
The Apparition,Refrain,Take Me Back To Eden,You turn up in the reveries of my mind,21,Sleep Token
The Apparition,Refrain,Take Me Back To Eden,I wake up to a suicide frenzy,22,Sleep Token
The Apparition,Refrain,Take Me Back To Eden,Loaded dreams still leave me empty,23,Sleep Token
The Apparition,Chorus,Take Me Back To Eden,And I believe,24,Sleep Token
The Apparition,Chorus,Take Me Back To Eden,That somewhere in the past,25,Sleep Token
The Apparition,Chorus,Take Me Back To Eden,Something was between,26,Sleep Token
The Apparition,Chorus,Take Me Back To Eden,"You and I, my dear",27,Sleep Token
The Apparition,Chorus,Take Me Back To Eden,And it remains,28,Sleep Token
The Apparition,Chorus,Take Me Back To Eden,With me to this day,29,Sleep Token
The Apparition,Chorus,Take Me Back To Eden,No matter what I do,30,Sleep Token
The Apparition,Chorus,Take Me Back To Eden,This wound will never heal,31,Sleep Token
The Apparition,Bridge,Take Me Back To Eden,Why are you never real?,32,Sleep Token
The Apparition,Bridge,Take Me Back To Eden,The shifting states you follow me through,33,Sleep Token
The Apparition,Bridge,Take Me Back To Eden,Unrevealed,34,Sleep Token
The Apparition,Bridge,Take Me Back To Eden,Just let me go or take me with you,35,Sleep Token
The Apparition,Refrain,Take Me Back To Eden,So let's make trouble in the dream world,36,Sleep Token
The Apparition,Refrain,Take Me Back To Eden,Hijack Heaven with another memory now,37,Sleep Token
The Apparition,Refrain,Take Me Back To Eden,I make the most of the turning tide,38,Sleep Token
The Apparition,Refrain,Take Me Back To Eden,It just split what's left of the burning silence,39,Sleep Token
The Apparition,Refrain,Take Me Back To Eden,"Don't wait, 'cause this could be the last time",40,Sleep Token
The Apparition,Refrain,Take Me Back To Eden,You turn up in the reveries of my mind,41,Sleep Token
The Apparition,Refrain,Take Me Back To Eden,I wake up to a suicide frenzy,42,Sleep Token
The Apparition,Refrain,Take Me Back To Eden,Loaded dreams still leave me empty,43,Sleep Token
DYWTYLM,Verse 1,Take Me Back To Eden,Do you roll with the waves?,1,Sleep Token
DYWTYLM,Verse 1,Take Me Back To Eden,Or do you duck into deep blue safety?,2,Sleep Token
DYWTYLM,Verse 1,Take Me Back To Eden,Is it always the same?,3,Sleep Token
DYWTYLM,Refrain,Take Me Back To Eden,Do you wish that you loved me?,4,Sleep Token
DYWTYLM,Verse 2,Take Me Back To Eden,Do you pull at the chains?,5,Sleep Token
DYWTYLM,Verse 2,Take Me Back To Eden,Or do you push into constant aching?,6,Sleep Token
DYWTYLM,Verse 2,Take Me Back To Eden,Each and every day,7,Sleep Token
DYWTYLM,Refrain,Take Me Back To Eden,Do you wish that you loved me?,8,Sleep Token
DYWTYLM,Verse 3,Take Me Back To Eden,Is there something you give,9,Sleep Token
DYWTYLM,Verse 3,Take Me Back To Eden,That you will never receive in return?,10,Sleep Token
DYWTYLM,Verse 3,Take Me Back To Eden,Do you know what it is?,11,Sleep Token
DYWTYLM,Refrain,Take Me Back To Eden,Do you wish that you loved me?,12,Sleep Token
DYWTYLM,Verse 4,Take Me Back To Eden,Are you trying to live,13,Sleep Token
DYWTYLM,Verse 4,Take Me Back To Eden,Like everything is a lesson to learn?,14,Sleep Token
DYWTYLM,Verse 4,Take Me Back To Eden,Can you ever forgive? (Yourself),15,Sleep Token
DYWTYLM,Refrain,Take Me Back To Eden,Do you wish that you loved me?,16,Sleep Token
DYWTYLM,Bridge,Take Me Back To Eden,And my reflection just won't smile back at me likе I know it should,17,Sleep Token
DYWTYLM,Bridge,Take Me Back To Eden,And I would turn into a stranger in an instant if I could,18,Sleep Token
DYWTYLM,Bridge,Take Me Back To Eden,"And there is somеthing eating me alive, I don’t know what it is",19,Sleep Token
DYWTYLM,Bridge,Take Me Back To Eden,"Maybe not that you conceal your feelings, they just don't exist",20,Sleep Token
DYWTYLM,Verse 5,Take Me Back To Eden,Do you ever believe,21,Sleep Token
DYWTYLM,Verse 5,Take Me Back To Eden,That we can turn into different people?,22,Sleep Token
DYWTYLM,Verse 5,Take Me Back To Eden,It's getting harder to be (Myself),23,Sleep Token
DYWTYLM,Refrain,Take Me Back To Eden,Do you wish that you loved me?,24,Sleep Token
DYWTYLM,Verse 6,Take Me Back To Eden,Can we ever release?,25,Sleep Token
DYWTYLM,Verse 6,Take Me Back To Eden,Is it better to just not feel?,26,Sleep Token
DYWTYLM,Verse 6,Take Me Back To Eden,Can we hit delete?,27,Sleep Token
DYWTYLM,Refrain,Take Me Back To Eden,Do you wish that you loved me?,28,Sleep Token
DYWTYLM,Bridge,Take Me Back To Eden,It’s been so long that I'm forgetting what it feels like,29,Sleep Token
DYWTYLM,Bridge,Take Me Back To Eden,But I'd rather not remind myself and leave it all behind,30,Sleep Token
DYWTYLM,Bridge,Take Me Back To Eden,And I've tried so hard to fix it all but nothing seems to help,31,Sleep Token
DYWTYLM,Bridge,Take Me Back To Eden,But I cannot hope to give you what I cannot give myself,32,Sleep Token
DYWTYLM,Outro,Take Me Back To Eden,Do you wish that you loved me? (Smile back),33,Sleep Token
DYWTYLM,Outro,Take Me Back To Eden,Do you wish that you loved me? (At me),34,Sleep Token
DYWTYLM,Outro,Take Me Back To Eden,Do you wish that you loved me? Oh-woah,35,Sleep Token
DYWTYLM,Outro,Take Me Back To Eden,Do you wish that you loved me? (Please),36,Sleep Token
DYWTYLM,Outro,Take Me Back To Eden,Do you wish that you loved me? (Smile back),37,Sleep Token
DYWTYLM,Outro,Take Me Back To Eden,Do you wish that you loved me? (At me),38,Sleep Token
DYWTYLM,Outro,Take Me Back To Eden,Do you wish that you loved me? Oh-woah,39,Sleep Token
DYWTYLM,Outro,Take Me Back To Eden,Do you wish that you loved me?,40,Sleep Token
Rain,Verse 1,Take Me Back To Eden,"For so long, I have waited",1,Sleep Token
Rain,Verse 1,Take Me Back To Eden,So long that I almost became,2,Sleep Token
Rain,Verse 1,Take Me Back To Eden,"Just a stoic statue, fit for nobody",3,Sleep Token
Rain,Verse 1,Take Me Back To Eden,And I don't wanna get in your way,4,Sleep Token
Rain,Verse 1,Take Me Back To Eden,But I finally think I can say,5,Sleep Token
Rain,Verse 1,Take Me Back To Eden,That the vicious cycle was over,6,Sleep Token
Rain,Verse 1,Take Me Back To Eden,The moment you smiled at me,7,Sleep Token
Rain,Chorus,Take Me Back To Eden,And just like the rain,8,Sleep Token
Rain,Chorus,Take Me Back To Eden,You cast the dust into nothing,9,Sleep Token
Rain,Chorus,Take Me Back To Eden,And wash out the salt from my hands,10,Sleep Token
Rain,Chorus,Take Me Back To Eden,So touch me again,11,Sleep Token
Rain,Chorus,Take Me Back To Eden,I feel my shadow dissolving,12,Sleep Token
Rain,Chorus,Take Me Back To Eden,Will you cleanse me with pleasure?,13,Sleep Token
